Mo,LK_CODE,Date,Month,day,year,doy,OP,NO3,NH3,TP,TKN,TNTP,X16SRNA,CYANA,MCYE,CyrA,SxtA,Nodul,D_Asp3_RR,MC_RR,MC_YR,MC_HTyR,MC_LR,D_Asp3_LR,MC_HiLR,MC_WR,MC_LA,MC_LY,MC_LW,MC_LF,SUM,ELISA,Sensored,PPIA,Sensored_1,Anatoxin,Cylindro,S_D_Asp3_RR,S_MC_RR,S_Nodul,S_MC_YR,S_MC_HtyR,S_MC_LR,S_D_Asp3LR,S_MC_HilR,S_MC_WR,S_MC_LA,S_MC_LY,S_MC_LW,S_MC_LF,S_SUM,S_ELISA,S_EL_CENS,wtemp,pH,DO,conduc,turb,chloro,phyco,Dates,TN,month,fiveday,threeday,sevenday,thirtyday,Lat,Long,Lake.Name,Network,Max_Depth,Open_clos,Zebra,LkArea,WtShArea,LkWshRatio,Water,Developed,Barren,Forest,Shrubs,Herbaceous,Agriculture,Wetlands,MusselMass,MusselNum,ecoregion,precip3,temp3,precip5,temp5,precip7,temp7,precip30,temp30,hobotemp,hobolight,surveyor,network,open
August,BEL,20170803,8,3,2017,215,0.0081,0.068,0,0.035,0.802,24.857142857142858,1224671.953,176.50968,22.02494049,0,0,0,0,0.03075,0,0,0.02877,0,0,0,0.01178,0,0,0,0.0713,0,0,0,0,0,0,0,0.953,0,1.1625,0,2.4855,0,0,0,3.1229999999999998,0,0,0,7.724,78,1,29.28,8.57,124.8,684,21.6,1.84,0.28,2017-08-03,0.8700000000000001,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,42.21442,-83.50166,Belleville Lake,3,9,Open,Absent,1.805893298,46.39763641,0.038922097,0.10793303609663513,0.7099562547022369,7.571296373631982e-4,0.07989820813468684,4.2062757640865466e-4,0.008118112222790852,0.041642130067904425,0.05127450156197407,0,0,Huron/Erie Lake Plains,0,NaN,0,NaN,0,NaN,1.3,NaN,25.33620445,5.254032258,2,3,Open
August,BOG,20170802,8,2,2017,214,0.0117,0.085,0,0.053,0.724,15.264150943396226,425582.3828,65.66088,0.837090194,0,0,0,0,0,0,0,0.01103,0,0,0,0,0,0,0,0.01103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4139999999999997,0,0,0,3.4139999999999997,7.37,1,27.48,8.4,8.13,627,6.3,0.42,0,2017-08-02,0.8089999999999999,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,42.61582,-83.50474,Bogie Lake,1,12,Closed,Present,0.300444341,2.299314682,0.130666908,0.12606112050860485,0.4422750425538755,0.016977928688130084,0.29202037346540827,4.244482172684819e-4,0.014006791169555496,0,0.10823429539715733,0.040285799,0.301029996,Southern Michigan/Northern Indiana Drift Plains,NA,NA,NA,NA,NA,NA,NA,NA,24.96158079,50.73924731,2,1,Closed
August,BRI,20170802,8,2,2017,214,0.2372,0.084,0.0784,0.054,4.555,85.90740740740739,17200,0,0,0,0,0,0.25512,8.55174,1.79853,0.10668,2.76396,0.90225,0.14996,0.30221,0.01113,0,0,0.00524,14.85692,15.32,1,0,0,2.799,0,0,2.2285,5.35,0,0,1.8735000000000002,5.194,0,0,0,0,0,0,9.452,47.72,1,27.94,8.44,11.58,615,82.4,2.3,2.2,2017-08-02,4.638999999999999,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,42.52092,-83.79456,Brighton Lake,3,7,Open,Present,0.63816438,45.297,0.014088447,0.0548387791548773,0.518189846418405,0.003360113726401956,0.19327115687015975,5.60018954400326e-4,0.010855752041860822,0.08333512826255518,0.13558920457133972,0,0,Southern Michigan/Northern Indiana Drift Plains,0.2857142857142857,19.45,0.18181818181818182,17.683333333333334,0.13333333333333333,18.4625,2.7135593220338983,18.883870967741935,25.28398297,44.59408602,2,3,Open
August,CAD,20170804,8,4,2017,216,0.0139,0.258,0,0.045,0.288,12.133333333333335,1044880.703,152.64096,2504.531494,0,0,0,0.06292,1.24486,0.13392,0.06146,0.33741,0,0.02969,0.0265,0.04906,0,0,0,1.94582,2.146,1,1.167,1,0,0,0,346,0,0,0,59.15,0,0,0,0,0,0,0,405.15,1050,-1,22.39,7.44,7.13,153,14.5,0.94,0,2017-08-04,0.546,August,2017-07-30,2017-08-01,2017-07-28,2017-07-05,44.24239,-85.40419,Lake Cadillac,3,8,Open,Absent,4.550486012,161.4964927,0.028176996,0.13826625524840083,0.13826625524840083,0.001261501394699424,0.34934323515204413,0.032720638047405826,0.05849232768529265,0.10855326457333869,0.17309652265041767,2.451095312,3.21212758,Northern Lakes and Forests,13.216666666666667,17.225,9.329411764705883,16.716666666666665,6.895652173913044,15.8375,5.005434782608695,16.675806451612903,22.61735081,904.5051075,1,3,Open
August,COL,20170804,8,4,2017,216,0.0114,0.221,0,0.023,0.388,26.47826086956522,91776.72852,5.2143756,360.4152222,0,0,0,0,0,0,0,0.05465,0,0,0,0.02153,0,0,0,0.07618,0,0,0,0,0,0,0,1.07,0,0,0,33.188,0,0,0,116.713,0,0,0,150.971,8.78,1,24.06,8.79,9,393,3.98,1.31,0.13,2017-08-04,0.609,August,2017-07-30,2017-08-01,2017-07-28,2017-07-05,43.66486,-84.95386,Coldwater Lake,3,28,Open,Present,1.15051424,145.688,0.007897111,0.02214941812367256,0.0748028594861716,8.039716194836313e-4,0.3581425575487068,0.018739238501737268,0.06819019288710627,0.3000824070826073,0.15708935475051458,2.334465413,3.390073424,Northern Lakes and Forests,3.3083333333333336,18.875,2.2055555555555557,18.05,2.279166666666667,17.349999999999998,2.2010752688172044,17.780645161290323,23.67487097,952.4517473,1,3,Open
August,DEE,20170803,8,3,2017,215,0.0089,0.077,0.008,0.032,0.361,13.6875,161862.2266,73.37112,9.457101822,0,0,0,0,0.00482,0,0,0.67949,0.02958,0,0,0.36987,0,0,0,1.08376,1.878,1,0.505,1,0,0,0,0,0,0,0,13.19,0,0,0,9.294,0,0,0,22.484,73.46,1,24.74,8.99,9.6,223,29.4,0.36,0.02,2017-08-03,0.438,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,45.16184,-84.98026,Deer Lake,1,7,Closed,Present,1.847301676,8.953421036,0.206323557,0.22312969619299278,0.11967766520463953,0.0025046281171386534,0.36872481762624093,0.005662637482566081,0.04355874985988534,0.1273004464811625,0.10944135903537401,0.412880358,1.805898653,North Central Hardwood Forests,2.65,28.075,1.7666666666666666,28.166666666666668,1.325,27.725,1.964516129032258,26.941935483870967,23.53405242,1191.544086,1,1,Closed
August,FOR,20170803,8,3,2017,215,0.005,0.54,0.0195,0.019,0.559,57.842105263157904,51083.62793,21.00972,0,0,0,0,0,0.02188,0,0,0.12905,0,0,0,0.05887,0,0,0,0.2098,0.34,1,0.3475,1,0,0,0,0,0,0,0,1.358,0,0,0,0.532,0,0,0,1.8900000000000001,9.15,1,27.7,8.51,128.3,673,8.19,1.49,0.26,2017-08-03,1.0990000000000002,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,42.20675,-83.97195,Ford Lake,3,9,Open,Present,3.850366877,50.73743793,0.075888083,0.10041567239086586,0.4957855438098017,0.0018666769300356083,0.14629358785776544,0.0011546455237313332,0.009468093295503887,0.20437225775584905,0.04064352243644705,0.725249891,1.335038979,Huron/Erie Lake Plains,0,21.3875,0,21.108333333333334,0,21.28125,1.759504132231405,21.861290322580643,25.35311231,34.83467742,2,3,Open
August,HOU,20170802,8,2,2017,214,0.0113,0.074,0,0.03,0.553,20.900000000000002,192944.2578,114.38412,12.91701794,0,0,0,0,0.01305,0,0,0.22491,0,0,0,1.72862,0.00626,0,0,1.97284,0.1615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,0,0,0,7.34,50.28,1,26.11,8.8,11.38,210,9.12,0.86,0.17,2017-08-02,0.627,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,44.37367,-84.80032,Houghton Lake,3,6,Open,Absent,66.98795222,576.1544,0.116267362,0.22755231513568747,0.09277218850128355,0.0013619800885789353,0.353469407055164,0.041067765276674335,0.04705437925767452,0.005895137696367922,0.23082682698856918,0,0,Northern Lakes and Forests,3.6,16.85,2.4827586206896552,16.13888888888889,3.0210526315789474,16.225,2.8685185185185187,16.16021505376344,21.65105108,1237.234677,1,3,Open
August,HUD,20170803,8,3,2017,215,0.0145,0.167,0.0682,0.052,0.696,16.596153846153847,174e4,76.61442,373.105957,0,0,0,0.08002,1.83026,0.86062,0,1.08087,0.07089,0.04457,0.06245,0.58295,0.02359,0,0.01234,4.64856,4.83,1,0.532,1,0,0,0,3.08,0,2.7485,0,5.0475,0,0,0,1.8654999999999997,0,0,0,12.7415,53.44,1,27.34,8.89,8.75,294,57,2.36,1.13,2017-08-03,0.863,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,41.83611,-84.24632,Hudson Lake,3,8,Open,Present,2.077441037,27.7744,0.074796973,0.06622423541077528,0.04294392359172605,0.004951016538960983,0.17714807405896407,0.016187366131056743,0.00832192141838848,0.5683486076737712,0.11587485517635716,0,0,Eastern Corn Belt Plains,0.6583333333333333,16,0.4388888888888889,15.2,0.32916666666666666,16.125,2.4282608695652175,17.219354838709677,25.73542189,153.5456989,2,3,Open
August,INT,20170803,8,3,2017,215,0.0048,2.145,0,0.029,0.119,78.06896551724138,207662.4219,9.651564,64.58310699,0,0,0,0,0,0,0,0.08293,0,0,0,0.05532,0,0,0,0.13825,0.2255,1,0,0,0,0,0,0,0,0,0,3.3485,0,0,0,8.0215,0,0,0,11.37,28.56,1,24.64,8.8,10.77,283,3.82,0.49,0.05,2017-08-03,2.2640000000000002,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,45.02323,-85.2361,Intermediate lake,3,6,Open,Absent,5.98479707,67.04018263,0.089271789,0.0984799953368705,0.07688835827922152,0.001121076233202419,0.5198153864391627,0.009303476791492135,0.057830062317316265,0.18189097894084863,0.054670665661885894,0.533663135,1.762583555,North Central Hardwood Forests,6.133333333333333,25.825,4.088888888888889,25.825,6,25.366666666666667,3.4352272727272726,25.97,23.22341801,276.5077957,1,3,Open
August,LGL,20170803,8,3,2017,215,0.0138,0.097,0,0.034,0.139,6.9411764705882355,712116.875,6.203718,0,0,0,0,0,0,0,0,0.106,0,0,0,0.14481,0,0,0,0.25081,0.264,1,0.266,1,0,0,0,0,0,0,0,3.385,0,0,0,12.672499999999998,0,0,0,16.057499999999997,6.93,1,27.19,8.89,10.23,313,21.5,3.23,0.89,2017-08-03,0.23600000000000002,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,44.86364,-85.99722,Little Glen Lake,3,38,Open,Present,19.65131553,108.0896906,0.181805641,0.24040320101631762,0.04844012500866024,0.026834907964977516,0.5280723305277127,0.009032281373925291,0.08901313294138019,0.03385299058753606,0.02435103057949041,0.318960229,1.679497705,North Central Hardwood Forests,1.9333333333333333,23.133333333333333,1.16,23.44,1.1142857142857143,23.17142857142857,1.6962962962962962,21.876923076923077,22.88379167,4729.892473,1,3,Open
August,LIM,20170803,8,3,2017,215,0.0079,2.161,0.0163,0.054,1.314,64.35185185185185,1691036.406,0.39447696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.62,1,24.03,9.16,10.14,179,2.46,0.12,0.04,2017-08-03,3.475,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,41.78902,-84.37453,Lime Lake,3,21,Open,Present,0.289701391,1.4772,0.196115212,0.11441798944061578,0.10119047618463588,0,0.052910052908726385,0.0019841269843313422,0.007936507933259724,0.6375661375559125,0.08399470899251843,0.302569011,1.457045768,Eastern Corn Belt Plains,0,16,0,15.2,0,16.125,3.432258064516129,17.219354838709677,25.49520535,101.6518817,2,3,Open
August,LRO,20170803,8,3,2017,215,0.005,0.475,0.0257,0.048,0.779,26.125,375670.4297,317.09952,90.27617645,0,0,0,0,0,0,0,0,0,0,0,0.12733,0,0,0,0.12733,0.1765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2385,0,0,0,6.2385,22.13,1,27.3,8.5,8.68,352,24.2,2.15,0.39,2017-08-03,1.254,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,41.90823,-84.35094,Little Round Lake,1,NA,Closed,Present,0.119032017,1.420892209,0.083772728,0.08442004120369086,0.07343857238006112,0.0048043925874844485,0.1207961564973779,0,0,0.6039807824165708,0.11256005491481492,0.015988105,1.290446851,Eastern Corn Belt Plains,0.375,NaN,0.25,NaN,0.1875,NaN,1.9666666666666666,NaN,25.55786664,123.9784946,2,1,Closed
August,MAN,20170804,8,4,2017,216,0.0127,0.116,0,0.051,0.263,7.431372549019608,846430.7813,9.966438,98.92003632,0,0,0,0,0,0,0,0.021,0,0,0,0.02929,0,0,0,0.05029,0.1575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.758,0,0,0,2.758,16.21,1,24.68,8.46,9.94,434,10.3,1.17,0.17,2017-08-04,0.379,August,2017-07-30,2017-08-01,2017-07-28,2017-07-05,42.9232,-84.19924,Manitou Lake,3,NA,Open,Present,0.305469538,9.930299998,0.03076136,0.07002360345968227,0.07907159716276932,0,0.1471282454748637,4.917387883076331e-4,0.0042289535799091464,0.6215578284917842,0.07749803304268377,0,0,Southern Michigan/Northern Indiana Drift Plains,2.85,NaN,1.9000000000000001,NaN,1.425,NaN,2.61,NaN,24.19594355,117.6212366,1,3,Open
August,MAR,20170802,8,2,2017,214,0.0081,0.06,0,0.033,0.145,6.212121212121211,18128.62671,11.911386,45.70168304,0,0,0,0,0,0,0,0.09739,0,0,0,0.10254,0,0,0,0.19993,0.39,1,0.2655,1,0,0,0,0,0,0,0,7.106499999999999,0,0,0,13.852,0,0,0,20.9585,93.8,1,25.08,8.34,11.39,246,5.52,0.58,0.15,2017-08-02,0.205,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,44.66172,-84.79524,Lake Margrethe,4,19,Open,Present,7.72560254,43.1615,0.178992911,0.1824597914415222,0.11837491800335213,0.011491392765794731,0.4102517700795594,0.05537584545694927,0.07964801954577404,0.0066505304585974655,0.13574773224845071,0,0,Northern Lakes and Forests,1.075,18.45,0.7166666666666667,17.483333333333334,1.2999999999999998,17,1.7193548387096773,16.56451612903226,22.21547446,1201.859005,1,4,Open
August,NEP,20170803,8,3,2017,215,0.0149,0.07,0,0.034,0.384,13.352941176470587,36430.3833,155.47188,0,0,0,0,0,0,0,0,0.0095,0,0,0,0.02192,0,0,0,0.03142,0,0,0,0,0,0,0,0,0,0,0,3.318,0,0,0,14.185,0,0,0,17.503,12.52,1,26.7,8.16,3.21,425.5,5.66,0.301,0.02,2017-08-03,0.454,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,43.01302,-83.3649,Lake Nepessing,1,6,Closed,Present,1.711538676,12.05202097,0.142012587,0.14716125377150388,0.20118247344738827,4.049566696093523e-4,0.20118247344738827,7.289220053632173e-4,0.011905726090946039,0.2852514780834823,0.1521827164843186,0.253749808,0.954291151,Southern Michigan/Northern Indiana Drift Plains,1.4,20.675,0.9333333333333332,21.933333333333334,0.7999999999999999,21.45,4.061290322580645,21.164516129032258,24.30558468,114.2807796,3,1,Closed
August,ORE,20170802,8,2,2017,214,0.0099,0.507,0.0361,0.022,0.744,56.86363636363636,176158.3203,174.47316,143.5538788,0,0,0,0,0.00599,0,0,0,0,0,0,0.00474,0,0,0,0.01073,0.166,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.73,8.43,9.17,629,15.7,0.65,0.03,2017-08-02,1.251,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,42.47948,-83.80124,Ore Lake,3,25,Open,Present,0.903226284,10.2674,0.087970303,0.07447213239690219,0.6992581319733016,0.00361422864752755,0.0657218946114974,5.706676811526594e-4,0.0015217804835285047,0.027867605096759188,0.12697355910933095,2.706830735,3.780015369,Southern Michigan/Northern Indiana Drift Plains,0,16.46666666666667,0.05,15.88,0.03571428571428571,16.014285714285716,4.205,17.563333333333333,24.71978943,39.93413978,2,3,Open
August,PAR,20170811,8,11,2017,223,0.0069,0.093,0.1252,0.037,0.596,18.62162162162162,515687.4219,3.3418284,273.7331848,0,0,0,0,0,0,0,0.08527,0,0,0,0.104828,0,0,0,0.190098,0.3745,1,NA,NA,NA,NA,0,0,0,0,0,271.55,0,0,0,465.9,0,0,0,737.45,1050,-1,22.4,9.07,9.03,232.8,1.91,0.735,0.083,2017-08-11,0.689,August,2017-08-06,2017-08-08,2017-08-04,2017-07-12,45.69658,-84.74617,Paradise Lake,3,6,Open,Present,7.688966619,77.5989,0.099086026,0.09882104258044995,0.06556613863499779,0.0016986046284040662,0.2114825672542885,0.011449853418324885,0.06445890006649542,0.10805641884630081,0.4384664745707387,1.155333,2.776757422,Northern Lakes and Forests,1.95,17.225,1.3611111111111112,16.583333333333332,4.420833333333333,16.6,3.5188888888888887,17.31935483870968,NA,NA,4,3,Open
August,PLA,20170803,8,3,2017,215,0.0069,0.063,0,0.024,0.141,8.5,187088.9844,89.88558,94.51795959,0,0,0,0,0,0,0,0.02329,0,0,0,0.03949,0,0,0,0.06278,0,0,0,0,0,0,0,0,0,0,0,8.024,0,0,0,14.025,0,0,0,22.049,67.92,1,23.57,8.9,10.77,215,1.78,0.33,0.03,2017-08-03,0.204,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,44.69286,-86.07597,Platte Lake,3,27,Open,Present,10.08184014,468.8984857,0.021501115,0.07546839907500895,0.06717345283720778,0.002626906431974545,0.5490130366947579,0.021924885454316388,0.12664311748446905,0.0970602377619264,0.06008996426033887,1.733539107,3.359209804,North Central Hardwood Forests,1.74,21.1,1.134782608695652,20.905882352941177,1.596774193548387,20.86521739130435,1.8899159663865546,20.242528735632185,22.59599866,465.165457,1,3,Open
August,PON,20170802,8,2,2017,214,0.0058,0.059,0,0.039,0.615,17.28205128205128,431863.5156,60.23424,364.1808472,0,0,0,0,0.12634,0.02958,0,0.11614,0,0,0,0.12104,0,0,0,0.3931,0.5465,1,0.3875,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,8.29,113.2,314,7,1.01,0.08,2017-08-02,0.6739999999999999,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,42.66647,-83.44554,Pontiac Lake,3,9,Open,Present,2.31460823,54.51160001,0.042460838,0.07062298604060085,0.20177228791510948,0.003938417471951953,0.3660042963911441,0.0030254206942547106,0.04498746866790935,0.10075187970827808,0.20889724311075136,1.680466961,2.475193628,Southern Michigan/Northern Indiana Drift Plains,0.61,16.5,0.4066666666666666,15.266666666666666,0.305,16.0375,2.1272727272727274,17.05483870967742,24.54322581,21.86021505,2,3,Open
August,POS,20170803,8,3,2017,215,0.0063,0.118,0.0348,0.037,0.504,16.81081081081081,416748.7109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.004,0,0,0,2.004,7.97,1,27.63,8.57,113.8,351,16.3,1.98,0.07,2017-08-03,0.622,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,41.89637,-84.30748,Posey lake,3,14,Open,Absent,0.524415419,20.7275,0.025300466,0.03238409036983215,0.05577783005562281,2.353494939550275e-4,0.16276771003991808,0.0036714521057755888,0.0052718286658657585,0.6005648388518979,0.13932690041713247,2.463606776,3.064102894,Eastern Corn Belt Plains,0.375,NaN,0.25,NaN,0.1875,NaN,1.9666666666666666,NaN,25.40532781,23.22715054,2,3,Open
August,ROU,20170803,8,3,2017,215,0.0052,0,0.052,0.028,0.738,26.357142857142858,125376.2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33,8.31,8.9,358,15.4,0.84,0.15,2017-08-03,0.738,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,42.06897,-84.13289,Round Lake,4,NA,Open,Present,0.252108218,1.697487833,0.148518424,0.09164265131828896,0.09164265131828896,0.016714697406057223,0.5054755042814295,0,0.0028818443799678048,0.008645533141674959,0.28299711815429257,0,0,Southern Michigan/Northern Indiana Drift Plains,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,2,4,Open
August,SAN,20170802,8,2,2017,214,NA,0,0.143,0.064,0.618,9.65625,931669.6094,135.91728,597.8717041,0,0,0,0,0.07197,0.09693,0,0.47418,0.02261,0.02142,0,0.06283,0,0,0,0.74994,0.6335,1,0.6265,1,0,0,0,1.1585,0,0,0,11.0695,0,0,0,3.6455,0,0,0,15.8735,52.15,1,25.92,8.56,11.01,324,13.5,2.6,0.18,2017-08-02,0.618,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,43.6978,-84.38123,Sanford Lake,3,6,Open,Absent,4.972455172,87.8610484,0.056594535,0.06794774622061968,0.08346337331819052,0.0029314726474166377,0.3128093093400056,0.026249498423020164,0.04042757144903575,0.15124392532840011,0.3149271032733116,2.455837848,3.354981381,Huron/Erie Lake Plains,0.8625,15.3,1.0583333333333333,14.65,3.8705882352941177,15.5,1.5140845070422535,16.703225806451613,24.46938978,385.5491935,1,3,Open
August,SIL,20170803,8,3,2017,215,0.0019,0,0.0108,0.026,0.241,9.26923076923077,115642.9492,7.772604,197.2713165,0,0,0,0,0,0,0,0.13522,0,0,0,0.27714,0,0,0,0.41236,0.5775,1,0,0,0,0,0,0,0,0,0,1.2075,0,0,0,3.3125,0,0,0,4.52,12.35,1,24.29,8.66,10.22,235,1.62,0.43,0.05,2017-08-03,0.241,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,44.68697,-85.67697,Silver Lake,1,27,Closed,Present,2.31015776,22.27124159,0.103728288,0.11904970634001688,0.27860085911221266,0.009993863417473972,0.10511089679675296,0.006268081001764834,0.08709564302469999,0.3691592881714803,0.02472166213559833,0.381259521,2.084627601,North Central Hardwood Forests,11.675,18.75,7.783333333333333,17.5,6.5375,17.4375,2.7131147540983607,17.266666666666666,23.40395833,569.4061828,1,1,Closed
August,STO,20170802,8,2,2017,214,0.0092,0,0,0.022,0.103,4.681818181818182,473824.1406,269.91222,0,0,0,0,0,0,0,0,0.01236,0,0,0,0.01191,0,0,0,0.02427,0,0,0.261,1,0,0,0,0,0,0,0,0,0,0,0,1.608,0,0,0,1.608,11.18,1,26.8,8.8,10.46,502,2,0.751,0.084,2017-08-02,0.103,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,42.718047,-83.085909,Stony Creek Lake,3,7,Open,Absent,1.918592443,176.1018,0.010894792,0.05465295401755303,0.1843172675212897,0.016945020116415323,0.34291777953038993,0.00211120100185067,0.02490773885161989,0.21431183713424873,0.15983620182663266,0,0,Southern Michigan/Northern Indiana Drift Plains,0,NaN,0,NaN,0,NaN,3.6627906976744184,NaN,22.38527285,1412.551478,3,3,Open
August,SUG,20170809,8,9,2017,221,0.0084,0.096,0.1248,0,0,0,20265.8667,5.181321,10.76796722,0,0,0,0,0,0,0,0.170624,0.002304,0,0,0.162397,0,0,0,0.335325,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.97,8.41,10.25,618,31.5,0.16,0.01,2017-08-09,0.096,August,2017-08-04,2017-08-06,2017-08-02,2017-07-10,42.61488,-83.49445,Sugden Lake,1,13,Closed,Absent,0.271585937,0.919129894,0.295481562,0.2743644067402285,0.3114406779536067,0.0063559322032012795,0.22881355932392863,0.007415254237249046,0,0.05614406780019035,0.11546610174159555,0,0,Southern Michigan/Northern Indiana Drift Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Closed
August,WIX,20170803,8,3,2017,215,0.0088,0,0.1088,0.021,0.705,33.57142857142857,73189.96582,160.62072,21708.1543,0,0,0,0.03553,0.44939,0.62093,0,3.56973,0.10248,0.11262,0.02626,0.07992,0,0,0,4.99686,5.25,-1,0,0,0,0,0,82.85,0,0,0,265.6,0,0,0,21.9,0,0,0,370.35,38.76,1,24.24,8.69,8.57,185,1.35,0.59,0.08,2017-08-03,0.705,August,2017-07-29,2017-07-31,2017-07-27,2017-07-04,43.87968,-84.31687,Wixom Lake,3,12,Open,Present,2.066420339,1174.4515,0.001759477,0.019547290044294705,0.06182149395915416,8.609749790661739e-4,0.37712864847685024,0.050450973039343504,0.06910321477770316,0.1372399103602074,0.2838474943633806,2.686471456,3.302660093,Northern Lakes and Forests,5.509677419354839,17.416666666666668,3.972093023255814,17.105555555555554,4.6706896551724135,17.295833333333334,2.8316017316017317,17.478494623655912,24.18427957,516.0180108,1,3,Open
August,WTL,20170802,8,2,2017,214,0.0052,0,0.2719,0.042,0.568,13.523809523809522,3040180.938,36.210654,4.701702595,0,0,0,0,0,0,0,0.01231,0,0,0,0.01178,0,0,0,0.02409,0,0,2.465,1,0,0,0,0,0,0,0,1.9934999999999998,0,0,0,9.731,0,0,0,11.724499999999999,1050,-1,27.23,8.4,12.35,317,29.6,3.65,0.78,2017-08-02,0.568,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,44.87898,-84.32854,West Twin Lake,4,8,Open,Present,5.278479725,29.06347536,0.181619014,0.31271419932563593,0.1512331160664746,5.375982798240498e-4,0.4050467038190632,0.01992473624191245,0.08225253679621161,0.007996774411220911,0.02029433505965724,0,0,Northern Lakes and Forests,0,15.4,0,15.025,2.5375,15.025,1.8419354838709676,14.9375,22.10761962,966.5875,1,4,Open
September,BEA,20170906,9,6,2017,249,0.0023,0,0,0.022,0.273,12.40909090909091,37101.38916,11.21342358,71.92099762,0,0,0,0,0,0,0,0.00532,0,0,0,0.00731,0,0,0,0.01263,0,0,NA,NA,0,0,0,0,0,0,0,0.8515,0,0,0,4.086,0,0,0,4.9375,10.17,1,19.98,8.71,13.49,182,0.65,0.15,0.01,2017-09-06,0.273,September,2017-09-01,2017-09-03,2017-08-30,2017-08-07,44.73095,-84.94995,Bear Lake,1,16,Closed,Present,1.290895362,3.014285397,0.42825917,0.43533225275242166,0.08298217178887388,0,0.4064829822559416,0.02171799027504877,0.03533225284806777,0,0.018152350079646423,0,0,Northern Lakes and Forests,9.2125,12.5125,6.141666666666667,9.316666666666666,4.625,9.9,2.8629032258064515,12.283870967741935,21.02875556,260.1901389,1,1,Closed
September,BEL,20170908,9,8,2017,251,0.0158,0,0.1194,0.032,0.771,24.09375,6765631.25,64.69297852,33999.625,0,0,0,0,0.12704,0.03624,0,0.07941,0.00565,0,0.00424,0,0,0,0,0.252568,0.3925,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.26,8.17,7.85,653,16.4,0.52,0.15,2017-09-08,0.771,September,2017-09-03,2017-09-05,2017-09-01,2017-08-09,42.21442,-83.50166,Belleville Lake,3,9,Open,Absent,1.805893298,46.39763641,0.038922097,0.10793303609663513,0.7099562547022369,7.571296373631982e-4,0.07989820813468684,4.2062757640865466e-4,0.008118112222790852,0.041642130067904425,0.05127450156197407,0,0,Huron/Erie Lake Plains,0.9428571428571428,NaN,2.1444444444444444,NaN,1.4846153846153844,NaN,2.3791666666666664,NaN,22.71131944,3.530555556,2,3,Open
