Mo,LK_CODE,Date,Month,day,year,doy,OP,NO3,NH3,TP,TKN,TNTP,X16SRNA,MCYE,Nodul,D_Asp3_RR,MC_RR,MC_YR,MC_HTyR,MC_LR,D_Asp3_LR,MC_HiLR,MC_WR,MC_LA,MC_LY,MC_LW,MC_LF,SUM,ELISA,S_D_Asp3_RR,S_MC_RR,S_Nodul,S_MC_YR,S_MC_HtyR,S_MC_LR,S_D_Asp3LR,S_MC_HilR,S_MC_WR,S_MC_LA,S_MC_LY,S_MC_LW,S_MC_LF,S_SUM,S_ELISA,wtemp,pH,DO,conduc,turb,chloro,phyco,TN,Max_Depth,LkArea,WtShArea,LkWshRatio,Water,Developed,Barren,Forest,Shrubs,Herbaceous,Agriculture,Wetlands,MusselMass,MusselNum,ecoregion,precip3,temp3,precip5,temp5,precip7,temp7,precip30,temp30,hobotemp,hobolight,surveyor
July,SIL,20170706,7,6,2017,187,-2.154901959985743,-1.3979400086720375,0.369957607346053,-1.6382721639824072,0.004321373782642578,44.76190476190476,3.4435990798705682,NA,-1.5228787452803376,-1.5228787452803376,-1.4144828722728755,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0579770571364173,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0176925772614895,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.48,8.45,1.0149403497929366,2.328399992372424,-0.017728766960431602,NA,NA,0.02366391819779347,27,0.5198486924659802,1.3668195548080513,0.103728288,0.11904970634001688,0.27860085911221266,0.009993863417473972,0.10511089679675296,0.006268081001764834,0.08709564302469999,0.3691592881714803,0.02472166213559833,0.381259521,2.084627601,North Central Hardwood Forests,0.10974723771322864,15.975000000000001,0.10551018476997394,16.116666666666667,0.3557866423801877,16.4625,0.6315092290301629,16.803225806451614,25.26736656,2.9432078787334963,1
July,STO,20170706,7,6,2017,187,-1.585026652029182,-0.7033348097384688,-2.221848749616356,-1.3979400086720375,0.005609445360280386,28.973684210526315,4.662468350839415,NA,-1.5228787452803376,-1.5228787452803376,-1.2642893477188768,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.256419687746627,-1.5228787452803376,-1.5228787452803376,-1.3438442793483312,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0216870685508894,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,8.81,1.0111473607757975,2.722642147730201,0.6875289612146344,-0.3251388592621884,-1.00436480540245,0.08529057823006501,7,0.4651734536334913,2.2482229752278773,0.010894792,0.05465295401755303,0.1843172675212897,0.016945020116415323,0.34291777953038993,0.00211120100185067,0.02490773885161989,0.21431183713424873,0.15983620182663266,0,0,Southern Michigan/Northern Indiana Drift Plains,0,NaN,0.18681512444745435,NaN,0.25307354100336793,NaN,0.4085008811994831,NaN,23.68122222,3.1800364354271196,3
July,WIX,20170705,7,5,2017,186,-1.6197887582883939,-0.45842075605341914,-1.537602002101044,-1.4202164033831899,0.01870049866624337,35.611111111111114,1.3010299956639813,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.4523360353683166,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3006826989786175,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2570314806884797,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54,7.64,0.9698816437464999,2.409950021620509,1.4394905903896835,NA,NA,0.14550717140966266,12,0.48663168685096997,3.0702047145184572,0.001759477,0.019547290044294705,0.06182149395915416,8.609749790661739e-4,0.37712864847685024,0.050450973039343504,0.06910321477770316,0.1372399103602074,0.2838474943633806,2.686471456,3.302660093,Northern Lakes and Forests,0.010723865391773066,16.333333333333332,0.048584478455855534,17.394444444444446,0.38477856261406673,16.5875,0.8352054721366887,16.0494623655914,25.93790798,2.8858268904536737,1
July,WTL,20170706,7,6,2017,187,-1.958607314841775,-1.3979400086720375,-0.42365864979420714,-1.5686362358410126,-0.17327747983100789,24.04,4.1680764543388396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.52,8.52,0.9334872878487055,2.2175102642940274,0.38381536598043126,NA,NA,-0.1444808443321999,8,0.7978544961299764,1.4780391839164733,0.181619014,0.31271419932563593,0.1512331160664746,5.375982798240498e-4,0.4050467038190632,0.01992473624191245,0.08225253679621161,0.007996774411220911,0.02029433505965724,0,0,Northern Lakes and Forests,0,13.75,0,14.166666666666666,0.4333697468565859,14.7875,0.6062878779760489,14.4125,NA,NA,1
August,BEA,20170802,8,2,2017,214,-1.9546770212133426,-0.9665762445130502,-2.221848749616356,-1.721246399047171,-0.6289321377282637,13.705882352941176,4.674011136584545,1.3010299956639813,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.4246966665776009,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.4246966665776009,-0.8239087409443188,0,0,0,0,0,0.1563598255160173,0,0,0,0.35485244358119183,0,0,0,0.4309212017694055,1.1772478362556233,24.68,8.34,1.0588054866759067,2.245537342935994,0.17318626841227402,-0.8239087409443187,-0.9208187539523752,-0.45717457304082004,16,0.36000525298520036,0.6036082455645568,0.42825917,0.43533225275242166,0.08298217178887388,0,0.4064829822559416,0.02171799027504877,0.03533225284806777,0,0.018152350079646423,0,0,Northern Lakes and Forests,0.4679778752797927,15.075,0.3601514477826378,13.658333333333333,0.5740312677277188,14.44375,0.5687693056967722,15.459677419354838,22.73396237,2.38878089061764,1
August,BEL,20170803,8,3,2017,215,-1.9546770212133426,-0.9665762445130502,-2.221848749616356,-1.431798275933005,-0.05948351506743273,24.857142857142858,6.0880268642629165,1.6235071071232179,-1.5228787452803376,-1.5228787452803376,-1.2164537177296502,-1.5228787452803376,-1.5228787452803376,-1.2308443092856012,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3790315643557103,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.9943905546397196,-0.8239087409443188,0,0.2907022432878543,0,0.33495611613685183,0,0.5422650870725259,0,0,0,0.6152133348013584,0,0,0,0.9407156569066627,1.8976270912904414,29.28,8.57,2.0962493831896114,2.835062451008234,1.3346547668832414,0.2671717284030138,-0.5376020021010439,-0.006123085058788745,9,0.44807115173478473,1.675756685140577,0.038922097,0.10793303609663513,0.7099562547022369,7.571296373631982e-4,0.07989820813468684,4.2062757640865466e-4,0.008118112222790852,0.041642130067904425,0.05127450156197407,0,0,Huron/Erie Lake Plains,0,NaN,0,NaN,0,NaN,0.36172783601759284,NaN,25.33620445,0.7961601169829085,2
August,BOG,20170802,8,2,2017,214,-1.8326826652518238,-0.9030899869919435,-2.221848749616356,-1.2596373105057561,-0.10017949757290372,15.264150943396226,5.629004050757844,1.3188370715890512,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3868984830330873,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3868984830330873,-0.8239087409443188,0,0,0,0,0,0,0,0,0,0.6448323288256362,0,0,0,0.6448323288256362,0.92272545799326,27.48,8.4,0.9106244048892013,2.797274467322242,0.8000293592441343,-0.36653154442041347,-2,-0.033858267260967426,12,0.11409176913177617,0.5184237396552399,0.130666908,0.12606112050860485,0.4422750425538755,0.016977928688130084,0.29202037346540827,4.244482172684819e-4,0.014006791169555496,0,0.10823429539715733,0.040285799,0.301029996,Southern Michigan/Northern Indiana Drift Plains,NA,NA,NA,NA,NA,NA,NA,NA,24.96158079,1.7138201064158682,2
August,BRI,20170802,8,2,2017,214,-0.6194269969331128,-0.906578314837765,-1.0736575533743449,-1.2518119729937995,0.6651117370750514,85.90740740740739,4.236033147117636,1.3010299956639813,-1.5228787452803376,-0.5449723176432192,0.9335753526254823,0.2621020900377913,-0.8642950298732748,0.4462201842034931,-0.030467607966655177,-0.7448240155064707,-0.4785872987977672,-1.3858412904908248,-1.5228787452803376,-1.5228787452803376,-1.4529641002599898,1.1728048545441458,1.1894903136993675,0,0.5090007907418583,0.8027737252919757,0,0,0.45841120146971637,0.791971201020768,0,0,0,0,0,0,1.019199401055288,1.687707279624819,27.94,8.44,1.064083435963596,2.7888821774168977,1.9159799141402245,0.3636119798921442,0.3443922736851107,0.6771505212734327,7,0.21435747846534559,1.6655528500750247,0.014088447,0.0548387791548773,0.518189846418405,0.003360113726401956,0.19327115687015975,5.60018954400326e-4,0.010855752041860822,0.08333512826255518,0.13558920457133972,0,0,Southern Michigan/Northern Indiana Drift Plains,0.109144469425068,19.45,0.07255066714861175,17.683333333333334,0.054357662322592676,18.4625,0.5697903659185611,18.883870967741935,25.28398297,1.6589085142555264,2
August,CAD,20170804,8,4,2017,216,-1.7721132953863266,-0.5257837359237448,-2.221848749616356,-1.3279021420642825,-0.44611697335612566,12.133333333333335,6.019075021367503,3.402180792969749,-1.5228787452803376,-1.0318907988718022,0.10546249491443092,-0.7853680546068614,-1.038768802955337,-0.4348490274376238,-1.5228787452803376,-1.2240984211083257,-1.2479515521805615,-1.1020431899930483,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,0.2957473772113916,0.36097188372593586,0,2.5403294747908736,0,0,0,1.7792356316758635,0,0,0,0,0,0,0,2.6086864575703634,3.021602716028242,22.39,7.44,0.8536982117761743,2.1847198151502716,1.161667412437736,-0.022276394711152253,-2,-0.17914201056030005,8,0.7443310125079925,2.210843991668896,0.028176996,0.13826625524840083,0.13826625524840083,0.001261501394699424,0.34934323515204413,0.032720638047405826,0.05849232768529265,0.10855326457333869,0.17309652265041767,2.451095312,3.21212758,Northern Lakes and Forests,1.1527977807838794,17.225,1.01407559019181,16.716666666666665,0.8973880081674734,15.8375,0.778544455011593,16.675806451612903,22.61735081,2.9568909042942635,1
August,COL,20170804,8,4,2017,216,-1.8416375079047504,-0.5833594926617189,-2.221848749616356,-1.6020599913279623,-0.3391345219961308,26.47826086956522,4.962827203956922,2.580257886775349,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.072373037555046,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2879398575389251,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.9739572789948618,-0.8239087409443188,0,0.3159703454569178,0,0,0,1.5338736952871017,0,0,0,2.070824428149263,0,0,0,2.1817607212238457,0.9903388547876014,24.06,8.79,0.9547247909790629,2.59440360098501,0.6009728956867482,0.1205739312058499,-0.8538719643217619,-0.13966199342900631,28,0.3325423226552568,2.1663945872792394,0.007897111,0.02214941812367256,0.0748028594861716,8.039716194836313e-4,0.3581425575487068,0.018739238501737268,0.06819019288710627,0.3000824070826073,0.15708935475051458,2.334465413,3.390073424,Northern Lakes and Forests,0.6343092970463177,18.875,0.5059033080524253,18.05,0.5157634906474585,17.349999999999998,0.5052958860927896,17.780645161290323,23.67487097,2.9792987189744626,1
August,DEE,20170803,8,3,2017,215,-1.9244530386074692,-0.9318141382538384,-1.853871964321762,-1.4685210829577449,-0.36552272983926837,13.6875,5.209199169239686,1.469190015940808,-1.5228787452803376,-1.5228787452803376,-1.4581712332186876,-1.5228787452803376,-1.5228787452803376,-0.14905372138399128,-1.2248995011209753,-1.5228787452803376,-1.5228787452803376,-0.3980811773198043,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,0.046791616416713235,0.3070679506612984,0,0,0,0,0,1.151982395457474,0,0,0,1.0125841639141508,0,0,0,1.370772071705626,1.8719230318823734,24.74,8.99,0.9827233876685453,2.348324337700387,1.4684950245070694,-0.431798275933005,-1.5228787452803376,-0.25649023527157017,7,0.4544334837543285,0.9979723753890067,0.206323557,0.22312969619299278,0.11967766520463953,0.0025046281171386534,0.36872481762624093,0.005662637482566081,0.04355874985988534,0.1273004464811625,0.10944135903537401,0.412880358,1.805898653,North Central Hardwood Forests,0.5622928644564746,28.075,0.44195683765641147,28.166666666666668,0.36642295722597273,27.725,0.4719538175518386,26.941935483870967,23.53405242,3.0764744430183355,1
August,FOR,20170803,8,3,2017,215,-2.0969100130080562,-0.23657200643706267,-1.5934598195660448,-1.6777807052660807,-0.20134935455473107,57.842105263157904,4.708451732503628,1.3010299956639813,-1.5228787452803376,-1.5228787452803376,-1.2850000325879576,-1.5228787452803376,-1.5228787452803376,-0.7984663265566179,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0512448198317301,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.6201508212371701,-0.3098039199714863,0,0,0,0,0,0.37254380075907034,0,0,0,0.18525876529658514,0,0,0,0.4608978427565479,1.0064660422492318,27.7,8.51,2.1082605049764735,2.828021517288693,0.9138138523837167,0.17609125905568124,-0.5686362358410126,0.08457627793433109,9,0.6857745894539342,1.7138049183810384,0.075888083,0.10041567239086586,0.4957855438098017,0.0018666769300356083,0.14629358785776544,0.0011546455237313332,0.009468093295503887,0.20437225775584905,0.04064352243644705,0.725249891,1.335038979,Huron/Erie Lake Plains,0,21.3875,0,21.108333333333334,0,21.28125,0.44083104873792067,21.861290322580643,25.35311231,1.5543034993498726,2
August,HOU,20170802,8,2,2017,214,-1.8446639625349381,-0.9430951486635274,-2.221848749616356,-1.494850021680094,-0.20551195334083036,20.900000000000002,5.28547687337177,1.5174204841689003,-1.5228787452803376,-1.5228787452803376,-1.3660268442103265,-1.5228787452803376,-1.5228787452803376,-0.593613127027272,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,0.24517200788738536,-1.4405722002405101,-1.5228787452803376,-1.5228787452803376,0.3016462563866496,-0.5065419490048115,0,0,0,0,0,0,0,0,0,0.9211660506377387,0,0,0,0.9211660506377387,1.709948016510761,26.11,8.8,1.0565237240791003,2.322239974931152,0.9604707775342989,-0.060480747381381476,-0.7447274948966939,-0.1290111862394247,6,1.832431960530673,2.7612920108991283,0.116267362,0.22755231513568747,0.09277218850128355,0.0013619800885789353,0.353469407055164,0.041067765276674335,0.04705437925767452,0.005895137696367922,0.23082682698856918,0,0,Northern Lakes and Forests,0.6627578316815741,16.85,0.5419233758836866,16.13888888888889,0.604339757622861,16.225,0.5875446801573401,16.16021505376344,21.65105108,3.0928029623475917,1
August,HUD,20170803,8,3,2017,215,-1.7569619513137056,-0.6840296545430822,-1.1295960947209729,-1.2676062401770314,-0.11577123036739606,16.596153846153847,6.240554240144507,2.5945096250274835,-1.5228787452803376,-0.9585283593862528,0.2695736478060949,-0.05030755646269948,-1.5228787452803376,0.04566323843137621,-0.996151877965702,-1.1274358569093483,-1.0340930845048082,-0.21257495061981604,-1.270916242956388,-1.5228787452803376,-1.3732491463166068,0.6701122034402325,0.6972293427597176,0,0.6106601630898799,0,0.5738575151821312,0,0.7815758770339173,0,0,0,0.45720041279376833,0,0,0,1.1380341421970686,1.7359181165312971,27.34,8.89,0.9425041061680807,2.468362102082093,1.755951041004132,0.3747483460101038,0.05690485133647255,-0.009217308196862182,8,0.48818974070949533,1.459006276544892,0.074796973,0.06622423541077528,0.04294392359172605,0.004951016538960983,0.17714807405896407,0.016187366131056743,0.00832192141838848,0.5683486076737712,0.11587485517635716,0,0,Eastern Corn Belt Plains,0.2196718303620818,16,0.15802725897794576,15.2,0.12357944134557508,16.125,0.5350738616473287,17.219354838709677,25.73542189,2.1890569228901753,2
August,INT,20170803,8,3,2017,215,-2.1079053973095196,0.33945144130644067,-2.221848749616356,-1.5086383061657274,-0.7235381958267558,78.06896551724138,5.317399739698823,1.927283634036576,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.9471906718594386,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0689491532226088,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.7740449271039855,-0.42539005865981283,0,0,0,0,0,0.6383394744106786,0,0,0,0.9552787534579527,0,0,0,1.0923696996291206,1.470704429722788,24.64,8.8,1.0326187608507198,2.451801781347931,0.5831987739686226,-0.3010299956639812,-1.2218487496163564,0.376576957056512,6,0.8441537930329573,1.8327654706532708,0.089271789,0.0984799953368705,0.07688835827922152,0.001121076233202419,0.5198153864391627,0.009303476791492135,0.057830062317316265,0.18189097894084863,0.054670665661885894,0.533663135,1.762583555,North Central Hardwood Forests,0.8532925186295284,25.825,0.7066229685645443,25.825,0.8450980400142568,25.366666666666667,0.6469158791310801,25.97,23.22341801,2.4432751877539665,1
August,LGL,20170803,8,3,2017,215,-1.7746907182741372,-0.8632794328435931,-2.221848749616356,-1.4436974992327127,-0.679853713888946,6.9411764705882355,5.852563474457327,1.3010299956639813,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8664610916297825,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.7574337271901875,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.5515874304899202,-0.38299965887910103,0,0,0,0,0,0.6419695977020593,0,0,0,1.1358479320466763,0,0,0,1.2319153799519438,0.8992731873176038,27.19,8.89,1.0102999566398119,2.495558212547868,1.3326404103874627,0.5105450102066121,-0.045757490560675115,-0.4534573365218689,38,1.3149477222985722,2.037783710010093,0.181805641,0.24040320101631762,0.04844012500866024,0.026834907964977516,0.5280723305277127,0.009032281373925291,0.08901313294138019,0.03385299058753606,0.02435103057949041,0.318960229,1.679497705,North Central Hardwood Forests,0.46736141743050624,23.133333333333333,0.3344537511509309,23.44,0.32516367538070057,23.17142857142857,0.4307676151540498,21.876923076923077,22.88379167,3.6749430772150316,1
August,LIM,20170803,8,3,2017,215,-1.9625735020593764,0.342620042553348,-1.6516951369518393,-1.2518119729937995,0.14113609012073902,64.35185185185185,6.228158093940729,1.3010299956639813,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8239087409443188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3912880485952974,24.03,9.16,1.0064660422492318,2.2528772925637606,0.3926969532596657,-0.8860566476931632,-1.3010299956639813,0.5552154051260731,21,0.11048916824273164,0.39396107133753366,0.196115212,0.11441798944061578,0.10119047618463588,0,0.052910052908726385,0.0019841269843313422,0.007936507933259724,0.6375661375559125,0.08399470899251843,0.302569011,1.457045768,Eastern Corn Belt Plains,0,16,0,15.2,0,16.125,0.6466250388892589,17.219354838709677,25.49520535,2.011366914782465,2
August,LRO,20170803,8,3,2017,215,-2.0969100130080562,-0.28819277095880896,-1.4989407377822486,-1.3010299956639813,-0.07109230975604734,26.125,5.574830132030596,2.0424816996222237,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8031884573373236,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8031884573373236,-0.48611681438890725,0,0,0,0,0,0,0,0,0,0.8596485787364037,0,0,0,0.8596485787364037,1.3641756327706194,27.3,8.5,0.9390197764486664,2.5465550012142977,1.3839947894417328,0.33445375115093084,-0.3979400086720376,0.1367205671564068,NA,0.04884251245105577,0.3839754527714866,0.083772728,0.08442004120369086,0.07343857238006112,0.0048043925874844485,0.1207961564973779,0,0,0.6039807824165708,0.11256005491481492,0.015988105,1.290446851,Eastern Corn Belt Plains,0.13830269816628143,NaN,0.09691001300805642,NaN,0.07463361829690418,NaN,0.47226875192525036,NaN,25.55786664,2.0968352891675988,2
August,MAN,20170804,8,4,2017,216,-1.8041003475907664,-0.8068754016455384,-2.221848749616356,-1.275724130399211,-0.4775557664936801,7.431372549019608,5.927601710193018,2.075255033173105,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2924298239020635,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2270185496550363,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0953385420844755,-0.5121548798885645,0,0,0,0,0,0,0,0,0,0.5749567757645069,0,0,0,0.5749567757645069,1.2357808703275603,24.68,8.46,0.9978230807457255,2.6374997361825243,1.0132586652835165,0.07188200730612536,-0.7447274948966939,-0.3053948010664313,NA,0.11576674239193474,1.0386320819577541,0.03076136,0.07002360345968227,0.07907159716276932,0,0.1471282454748637,4.917387883076331e-4,0.0042289535799091464,0.6215578284917842,0.07749803304268377,0,0,Southern Michigan/Northern Indiana Drift Plains,0.5854607295085006,NaN,0.46239799789895614,NaN,0.3847117429382824,NaN,0.557507201905658,NaN,24.19594355,2.074162447144264,1
August,MAR,20170802,8,2,2017,214,-1.9546770212133426,-1,-2.221848749616356,-1.4559319556497243,-0.6675615400843947,6.212121212121211,4.258843767948799,1.8175764947595188,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8948646623874281,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8776530337449214,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.6384043606817655,-0.2676062401770315,0,0,0,0,0,0.9088333870375657,0,0,0,1.1717849405541214,0,0,0,1.3416026698412347,1.9768083373380663,25.08,8.34,1.0569048513364727,2.3909527609917944,0.7427251313046982,-0.22914798835785583,-0.7958800173440752,-0.4934949675951279,19,0.940795426549483,1.6450438163212153,0.178992911,0.1824597914415222,0.11837491800335213,0.011491392765794731,0.4102517700795594,0.05537584545694927,0.07964801954577404,0.0066505304585974655,0.13574773224845071,0,0,Northern Lakes and Forests,0.31701810104811157,18.45,0.23468597432152857,17.483333333333334,0.36172783601759284,17,0.43446588079046966,16.56451612903226,22.21547446,3.0802147238160567,1
August,NEP,20170803,8,3,2017,215,-1.747146969020107,-0.9586073148417749,-2.221848749616356,-1.4436974992327127,-0.34294414714289606,13.352941176470587,4.5617020995730515,1.3010299956639813,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.4034029043735399,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2846653162076873,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.21169018789295,-0.8239087409443188,0,0,0,0,0,0.6352826379982119,0,0,0,1.181414796254284,0,0,0,1.2672421488256047,1.1309766916056172,26.7,8.16,0.5078558716958309,2.628909770986497,0.7535830588929066,-0.5072396109731625,-1.5228787452803376,-0.24412514432750854,6,0.4332158033698848,1.115677762874646,0.142012587,0.14716125377150388,0.20118247344738827,4.049566696093523e-4,0.20118247344738827,7.289220053632173e-4,0.011905726090946039,0.2852514780834823,0.1521827164843186,0.253749808,0.954291151,Southern Michigan/Northern Indiana Drift Plains,0.38021124171160603,20.675,0.2863067388432748,21.933333333333334,0.255272505103306,21.45,0.704261249752664,21.164516129032258,24.30558468,2.0617569047840147,3
August,ORE,20170802,8,2,2017,214,-1.889410289700751,-0.2620126736665692,-1.3757179041643317,-1.6197887582883939,-0.08937559511079873,56.86363636363636,5.245952465067164,2.2136608481947895,-1.5228787452803376,-1.5228787452803376,-1.4438181533470886,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.4591701858889201,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3900855899140023,-0.5003129173815961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.73,8.43,0.9628426812012424,2.798657549913149,1.1961761850399732,-0.1804560644581313,-1.3979400086720375,0.13576851456782227,25,0.2794904267789682,1.051823712326249,0.087970303,0.07447213239690219,0.6992581319733016,0.00361422864752755,0.0657218946114974,5.706676811526594e-4,0.0015217804835285047,0.027867605096759188,0.12697355910933095,2.706830735,3.780015369,Southern Michigan/Northern Indiana Drift Plains,0,16.46666666666667,0.021189299069938092,15.88,0.015239966556736905,16.014285714285716,0.7164207338465549,17.563333333333333,24.71978943,1.6120856682390838,2
August,PAR,20170811,8,11,2017,223,-2.0043648054024503,-0.8761483590329142,-0.8820661649603585,-1.408935392973501,-0.17652577082969897,18.62162162162162,5.712403381682109,2.467953014147549,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.9382837068401028,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8702199076320443,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.6573839038024456,-0.28025450747042335,0,0,0,0,0,2.4354461863637153,0,0,0,2.6692238739308056,0,0,0,2.868321094828437,3.021602716028242,22.4,9.07,0.9561684304753633,2.367001630838441,0.28330122870354957,-0.12784372725170717,-1.031517051446065,-0.09420411963213152,6,0.9389681287671476,1.8954164680842809,0.099086026,0.09882104258044995,0.06556613863499779,0.0016986046284040662,0.2114825672542885,0.011449853418324885,0.06445890006649542,0.10805641884630081,0.4384664745707387,1.155333,2.776757422,Northern Lakes and Forests,0.46982201597816303,17.225,0.3731164249470055,16.583333333333332,0.7340660548499802,16.6,0.6550316629652626,17.31935483870968,NA,NA,4
August,PLA,20170803,8,3,2017,215,-2.0043648054024503,-0.9871627752948278,-2.221848749616356,-1.585026652029182,-0.6757175447023074,8.5,5.27209464149073,2.0588736014286906,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2733542797590882,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.158077688320549,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.0325456318172592,-0.8239087409443188,0,0,0,0,0,0.955399086639267,0,0,0,1.1768144806747771,0,0,0,1.3626520879077546,1.838345268775991,23.57,8.9,1.0326187608507198,2.3324586591892027,0.2528530309798932,-0.46852108295774486,-1.3979400086720375,-0.494850021680094,27,1.044611880996541,2.672004045463059,0.021501115,0.07546839907500895,0.06717345283720778,0.002626906431974545,0.5490130366947579,0.021924885454316388,0.12664311748446905,0.0970602377619264,0.06008996426033887,1.733539107,3.359209804,North Central Hardwood Forests,0.437750562820388,21.1,0.3293536561053756,20.905882352941177,0.4144341865335958,20.86521739130435,0.4608852144294827,20.242528735632185,22.59599866,2.6685400890256243,1
August,PON,20170802,8,2,2017,214,-2.0555173278498313,-1.00436480540245,-2.221848749616356,-1.3872161432802645,-0.16430942850757438,17.28205128205128,5.635366627940571,2.584535709920028,-1.5228787452803376,-1.5228787452803376,-0.8059298923789009,-1.2248995011209753,-1.5228787452803376,-0.8352308969908018,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8209080230460062,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.3735569746687053,-0.1570788792400177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,8.29,2.053884790394692,2.496943478887436,0.8457180179666586,0.008600171761917567,-1.0457574905606752,-0.1023729087095586,9,0.5204322043535116,1.744383745175487,0.042460838,0.07062298604060085,0.20177228791510948,0.003938417471951953,0.3660042963911441,0.0030254206942547106,0.04498746866790935,0.10075187970827808,0.20889724311075136,1.680466961,2.475193628,Southern Michigan/Northern Indiana Drift Plains,0.20682587603184968,16.5,0.14819119624201144,15.266666666666666,0.11561051167429974,16.0375,0.4951657574133051,17.05483870967742,24.54322581,1.3590803115618457,2
